SMILES CID
CCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131765459
CCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131766331
CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131766313
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131759086
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131759069
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759091
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131753886
CCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759206
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131754036
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131754064
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759201
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131759223
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131754059
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131759663
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131755634
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131759816
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131759795
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131759811
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131764728
CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131766214
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131766237
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131766099
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131765521
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131759852
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131755687
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759837
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131759858
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131759727
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC 131763725
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131763718
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC 131763730
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC 131763303
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131760952
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131760392
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131763828
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131763405
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131763419
CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131750608
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131765942
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131765936
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC 131765971
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131750607
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131765793
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131765575
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC 131765350
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131765582
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131765399
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131765637
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 56940303
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131763823
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131763836
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131763414
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131763803
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131763468
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131763873
CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131765858
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131761027
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131760472
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131763880
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131763475
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131763461
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131763810
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131763388
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC 131763797
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCC=CCC=CCC 131765826
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC 131765820
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131764796
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC 131761902
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131764802
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC 131764489
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131750622
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131762045
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131762028
CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131764225
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131764576
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131764567
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131764870
CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131766171
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 53480575
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131766240
CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131766136
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131766132
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131762039
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC 131764572
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC 131764865
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763764
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131763674
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763345
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763770
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131763757
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131765768
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC 131765951
CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131765982
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131765805
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131765810
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC 131765987
CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131765846
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131760990
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131760432
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131763433
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131763447
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131763854
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131763441
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131763861
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131763848
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131762072
CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131764249
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131764888
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131764597
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131764587
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC 131762079
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131762062
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131764761
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 9545354
CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131764518
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC 56940401
CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131761954
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131750428
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763344
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131763432
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC 131763426
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131765517
CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131765475
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131765286
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131765522
CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131750632
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131766334
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131759723
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131755528
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC 131759707
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131759728
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131755662
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131755688
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759838
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131755683
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131759833
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131759854
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131763670
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763341
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763766
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC 131763753
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131763254
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCCCCC 131763675
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131760854
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131760287
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC 131763346
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCCCCC 131763333
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCCCCC 131763758
CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC 131763745
CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC 131765769
