cid;protacxn;my_activity
2682;NP_001257783;Inactive
2682;EAW77416;Inactive
2682;NP_001531;Inactive
2682;EAX06134;Inactive
2682;EAW90694;Inactive
2682;AAH14804;Inactive
2682;EAX06628;Inactive
2682;ADZ17337;Inactive
2682;AAH36518;Inactive
2682;AAY56401;Inactive
2682;EAW81333;Inactive
2682;EGV99105;Inactive
2682;AAG43026;Inactive
2682;ADZ17378;Inactive
2682;NP_001308829;Inactive
2682;AAI13617;Inactive
2682;AAV31779;Inactive
2682;Q9HBX9;Inactive
2682;P13699;Inactive
2682;ABB72139;Inactive
2682;EGW14942;Inactive
2682;NP_001230975;Inactive
2682;AAH50743;Inactive
2682;EAW91923;Inactive
2682;AAH14840;Inactive
2682;Q9BTU6;Inactive
2682;P34981;Inactive
2682;P09992;Inactive
2682;O75388;Inactive
2682;AAH17444;Inactive
2682;AAP35329;Inactive
2682;CAC88866;Inactive
2682;ASK51714;Inactive
2682;ABI96208;Inactive
2682;EDM11231;Inactive
2682;AAA68151;Inactive
2682;QLI62812;Inactive
2682;P42858;Inactive
2682;P59594;Inactive
2682;O14656;Inactive
2682;P01574;Inactive
2682;2LM5_A;Inactive
2682;AAH42418;Inactive
2682;ANW61984;Inactive
2682;Q9BV86;Inactive
2682;Q92551;Inactive
2682;P18054;Inactive
2682;O96028;Inactive
2682;P37840;Inactive
2682;Q8TD30;Inactive
2682;Q8WZA2;Inactive
2682;O95398;Inactive
2682;ABQ01243;Inactive
2682;EAW99313;Inactive
2682;AAV41877;Inactive
2682;AGS09764;Inactive
47579;NP_005217;Inactive
47579;NP_056953;Inactive
47579;NP_003734;Inactive
47579;NP_858045;Inactive
47579;CAB53579;Inactive
47579;AAA30890;Inactive
47579;AAA36557;Inactive
47579;P61105;Inactive
47579;CAI19851;Inactive
47579;NP_777239;Inactive
47579;NP_002733;Inactive
47579;NP_004944;Inactive
47579;NP_031943;Inactive
47579;AAA51985;Inactive
47579;P00748;Inactive
47579;CAH72619;Inactive
47579;NP_036559;Inactive
47579;AAC39835;Inactive
47579;NP_002060;Inactive
47579;NP_009330;Inactive
47579;NP_000947;Inactive
47579;P10415;Inactive
47579;AAB09055;Inactive
47579;NP_000469;Inactive
47579;Q9HD36;Inactive
47579;CAA80661;Inactive
47579;NP_004040;Inactive
47579;NP_776412;Inactive
47579;AAF64255;Inactive
47579;CAB95312;Inactive
47579;AAA25265;Inactive
47579;AAP35567;Inactive
47579;NP_000900;Inactive
47579;AAH92442;Inactive
47579;AAG02439;Inactive
47579;AAC63054;Inactive
47579;YP_001129466;Inactive
47579;AAH17351;Inactive
47579;AAH02453;Inactive
47579;AAH18648;Inactive
47579;AAB17381;Inactive
47579;NP_000256;Inactive
47579;AAG29538;Inactive
47579;NP_003989;Inactive
47579;NP_068810;Inactive
47579;AAB23646;Inactive
47579;NP_004818;Inactive
47579;AAH70052;Inactive
47579;NP_000901;Inactive
47579;NP_000918;Inactive
47579;NP_215534;Inactive
47579;ABC94590;Inactive
47579;NP_066268;Inactive
47579;CAG38796;Inactive
47579;NP_004827;Inactive
47579;EAN77629;Inactive
47579;NP_899192;Inactive
47579;AAI03867;Inactive
47579;NP_001745;Inactive
47579;NP_074036;Inactive
47579;AAC50351;Inactive
47579;NP_002919;Inactive
47579;XP_001349846;Inactive
47579;NP_003801;Inactive
47579;NP_002736;Inactive
47579;AAG43493;Inactive
47579;P97697;Inactive
47579;AAH60765;Inactive
47579;EAW58774;Inactive
47579;AAI14949;Inactive
47579;NP_997055;Inactive
47579;NP_002102;Inactive
47579;NP_001121649;Inactive
47579;CAA29232;Inactive
47579;AAI21795;Inactive
47579;AAG24257;Inactive
47579;AAA62473;Inactive
47579;NP_006597;Inactive
47579;AAH14970;Inactive
47579;NP_976226;Inactive
47579;NP_004570;Inactive
47579;AAF61483;Inactive
47579;NP_001137276;Inactive
47579;AAN87168;Inactive
47579;XP_001348613;Inactive
47579;NP_006083;Inactive
47579;NP_071445;Inactive
47579;NP_002645;Inactive
47579;NP_269944;Inactive
47579;NP_004081;Inactive
47579;ABM97548;Inactive
47579;NP_032451;Inactive
47579;NP_001895;Inactive
47579;NP_005924;Inactive
47579;NP_000235;Inactive
47579;CAA52898;Inactive
47579;AAZ82016;Inactive
47579;NP_000903;Inactive
47579;AAI08696;Inactive
47579;ABN45876;Inactive
47579;NP_057051;Inactive
47579;CAD52000;Inactive
47579;AAR95677;Inactive
47579;Q9XUB2;Inactive
47579;EAW86722;Inactive
47579;NP_000145;Inactive
47579;ABC47431;Inactive
47579;CAI16307;Inactive
47579;YP_003708382;Inactive
47579;AAH32261;Inactive
47579;CAD53427;Inactive
47579;XP_717710;Inactive
47579;NP_004823;Inactive
47579;NP_005674;Inactive
47579;CAA56931;Inactive
47579;AAH00750;Inactive
47579;AAS58777;Inactive
47579;NP_032705;Inactive
47579;AAH66928;Inactive
47579;AAH03153;Inactive
47579;NP_003336;Inactive
47579;AAH18271;Inactive
47579;NP_002559;Inactive
47579;AAI07736;Inactive
47579;NP_005292;Inactive
47579;ABY84639;Inactive
47579;1ZHH_B;Inactive
47579;1ZHH_A;Inactive
47579;AAC05303;Inactive
47579;NP_000709;Inactive
47579;NP_127497;Inactive
47579;AAH94064;Inactive
47579;NP_000143;Inactive
47579;NP_002084;Inactive
47579;BAA02545;Inactive
47579;NP_006321;Inactive
47579;NP_057231;Inactive
47579;NP_579856;Inactive
47579;2W2I_A;Inactive
47579;CAB40158;Inactive
47579;NP_821133;Inactive
47579;NP_217253;Inactive
47579;YP_401673;Inactive
47579;NP_001008709;Inactive
47579;AAC05178;Inactive
47579;NP_492143;Inactive
47579;BAH02301;Inactive
47579;ACF54603;Inactive
47579;BAC78637;Inactive
47579;BAC78638;Inactive
47579;NP_000907;Inactive
47579;2ISV_A;Inactive
47579;NP_002037;Inactive
47579;2VM6_A;Inactive
47579;NP_619527;Inactive
47579;NP_005152;Inactive
47579;NP_660205;Inactive
47579;AAI32679;Inactive
47579;NP_000048;Inactive
47579;2WWY_A;Inactive
47579;NP_038866;Inactive
47579;NP_035411;Inactive
47579;NP_014001;Inactive
47579;YP_001129431;Inactive
47579;NP_218188;Inactive
47579;AAF04852;Inactive
47579;NP_000209;Inactive
47579;NP_063937;Inactive
47579;NP_112168;Inactive
47579;NP_066368;Inactive
47579;NP_067647;Inactive
47579;NP_031863;Inactive
47579;NP_003874;Inactive
47579;NP_001612;Inactive
47579;AAI51237;Inactive
47579;NP_001074551;Inactive
47579;NP_000697;Inactive
47579;AAI43360;Inactive
47579;NP_004960;Inactive
47579;AAI29989;Inactive
47579;NP_001516;Inactive
47579;NP_207880;Inactive
47579;NP_208344;Inactive
47579;NP_066921;Inactive
47579;AAC50179;Inactive
47579;1DE9_A;Inactive
47579;NP_001161829;Inactive
47579;EAX02111;Inactive
47579;NP_005604;Inactive
47579;NP_004337;Inactive
47579;DAA06693;Inactive
47579;NP_852610;Inactive
47579;NP_004196;Inactive
47579;DAA10558;Inactive
47579;CAI12638;Inactive
47579;NP_003339;Inactive
47579;NP_036519;Inactive
47579;3F32_A;Inactive
47579;1JY1_A;Inactive
47579;2HDS_A;Inactive
47579;NP_004242;Inactive
47579;NP_002681;Inactive
47579;NP_000262;Inactive
47579;NP_000786;Inactive
47579;NP_002384;Inactive
47579;NP_002383;Inactive
47579;NP_000042;Inactive
47579;NP_828849;Inactive
47579;NP_056293;Inactive
47579;AAK85233;Inactive
47579;XP_843920;Inactive
47579;NP_005235;Inactive
47579;AAH26347;Inactive
47579;CAG33322;Inactive
47579;NP_418280;Inactive
47579;NP_058021;Inactive
47579;NP_057685;Inactive
47579;YP_002440506;Inactive
47579;NP_068587;Inactive
47579;AAI36532;Inactive
47579;NP_000015;Inactive
47579;NP_000428;Inactive
47579;NP_001171675;Inactive
47579;NP_006283;Inactive
47579;NP_001139412;Inactive
47579;NP_001001431;Inactive
47579;NP_003271;Inactive
47579;CAA46986;Inactive
47579;NP_000354;Inactive
47579;NP_663745;Inactive
47579;NP_068594;Inactive
47579;NP_003292;Inactive
47579;NP_002522;Inactive
47579;NP_067021;Inactive
47579;NP_004358;Inactive
47579;NP_079406;Inactive
47579;NP_032062;Inactive
47579;NP_066564;Inactive
47579;NP_000902;Inactive
47579;NP_000905;Inactive
47579;ACP44172;Inactive
47579;CAQ07474;Inactive
47579;BAA89212;Inactive
47579;2QQS_A;Inactive
47579;NP_218326;Inactive
47579;NP_631918;Inactive
47579;NP_065132;Inactive
47579;NP_000483;Inactive
47579;ADQ57959;Inactive
47579;NP_036923;Inactive
47579;NP_001138884;Inactive
47579;NP_037457;Inactive
47579;AAH15051;Inactive
47579;NP_987096;Inactive
47579;CAD53472;Inactive
47579;AAH03636;Inactive
47579;XP_001348533;Inactive
47579;XP_001348591;Inactive
47579;NP_015090;Inactive
47579;NP_076917;Inactive
47579;NP_000785;Inactive
47579;CAC24715;Inactive
47579;BAC16799;Inactive
47579;NP_002727;Inactive
47579;NP_997461;Inactive
47579;BAG55070;Inactive
47579;NP_417262;Inactive
47579;NP_035230;Inactive
47579;NP_001069826;Inactive
47579;NP_000466;Inactive
47579;Q05DJ8;Inactive
47579;AAI27629;Inactive
47579;ABC94591;Inactive
47579;CAL20848;Inactive
47579;NP_006212;Inactive
47579;NP_001017535;Inactive
47579;AAA51534;Inactive
47579;NP_002256;Inactive
47579;NP_005692;Inactive
47579;NP_006316;Inactive
47579;AAA58377;Inactive
47579;NP_061197;Inactive
47579;NP_005903;Inactive
47579;NP_032903;Inactive
47579;NP_032899;Inactive
47579;NP_035243;Inactive
47579;NP_001120700;Inactive
47579;XP_711691;Inactive
47579;XP_718648;Inactive
47579;AAA29795;Inactive
47579;AAH10859;Inactive
47579;NP_598230;Inactive
47579;BAA85004;Inactive
47579;AAC35244;Inactive
47579;NP_001370;Inactive
47579;CAA41086;Inactive
47579;AAR18078;Inactive
47579;AAD31528;Inactive
47579;AAH09524;Inactive
47579;YP_001253342;Inactive
47579;NP_652928;Inactive
47579;ZP_02619427;Inactive
47579;CAB06100;Inactive
47579;NP_848757;Inactive
47579;NP_057302;Inactive
47579;NP_006493;Inactive
47579;NP_009126;Inactive
47579;NP_008837;Inactive
47579;ACG60652;Inactive
47579;NP_005148;Inactive
47579;NP_004283;Inactive
47579;3EVG_A;Inactive
47579;NP_004102;Inactive
47579;NP_214877;Inactive
47579;NP_000729;Inactive
47579;AAL68976;Inactive
47579;NP_414973;Inactive
47579;NP_005680;Inactive
47579;ABD77215;Inactive
47579;AAI02981;Inactive
47579;XP_001218773;Inactive
47579;NP_006555;Inactive
47579;NP_001017408;Inactive
47579;NP_004095;Inactive
47579;NP_057090;Inactive
47579;NP_001013728;Inactive
47579;NP_001136020;Inactive
47579;NP_660341;Inactive
47579;CAQ08732;Inactive
47579;NP_057851;Inactive
47579;NP_001167549;Inactive
47579;O86157;Inactive
47579;NP_003813;Inactive
47579;NP_374707;Inactive
47579;AAC50996;Inactive
47579;2QQI_A;Inactive
47579;AAG29340;Inactive
47579;CCE37082;Inactive
47579;AAC03365;Inactive
47579;NP_006333;Inactive
47579;NP_036257;Inactive
47579;NP_000732;Inactive
47579;AAH38507;Inactive
47579;NP_766400;Inactive
47579;CAG30396;Inactive
47579;AAB32188;Inactive
47579;AAB64013;Inactive
47579;AAX80043;Inactive
47579;AAC37594;Inactive
47579;NP_055369;Inactive
47579;NP_001230357;Inactive
47579;BAA25751;Inactive
47579;AAQ89316;Inactive
47579;P63092;Inactive
47579;EAW82767;Inactive
47579;NP_003812;Inactive
47579;XP_822407;Inactive
47579;P01215;Inactive
47579;NP_056979;Inactive
47579;NP_037409;Inactive
47579;NP_741406;Inactive
47579;NP_001421;Inactive
47579;NP_003833;Inactive
47579;NP_001234925;Inactive
47579;NP_065394;Inactive
47579;NP_057856;Inactive
47579;NP_612200;Inactive
47579;NP_659558;Inactive
47579;P24666;Inactive
47579;P31749;Inactive
47579;NP_417296;Inactive
47579;NP_417299;Inactive
47579;NP_417297;Inactive
47579;NP_004942;Inactive
47579;NP_004986;Inactive
47579;NP_057852;Inactive
47579;NP_065688;Inactive
47579;NP_003960;Inactive
47579;NP_003896;Inactive
47579;NP_004520;Inactive
47579;NP_602296;Inactive
47579;Q15084;Inactive
47579;AAC14371;Inactive
47579;NP_003605;Inactive
47579;CAA62974;Inactive
47579;AAC63361;Inactive
47579;AAB69001;Inactive
47579;BAE54513;Inactive
47579;AAC46381;Inactive
47579;NP_006531;Inactive
47579;YP_325663;Inactive
47579;NP_006828;Inactive
47579;EAW58811;Inactive
47579;NP_032392;Inactive
47579;NP_644806;Inactive
47579;NP_387512;Inactive
47579;NP_001024547;Inactive
47579;P48426;Inactive
47579;Q13148;Inactive
47579;AAB34216;Inactive
47579;CAG29341;Inactive
47579;AAH30775;Inactive
47579;YP_001087135;Inactive
47579;AAH19268;Inactive
47579;NP_066285;Inactive
47579;AAH32638;Inactive
47579;CAG38738;Inactive
47579;NP_000441;Inactive
47579;AAH04460;Inactive
47579;NP_001041666;Inactive
47579;NP_005021;Inactive
47579;1N8E_E;Inactive
47579;ABD72211;Inactive
47579;AAN35928;Inactive
47579;NP_598837;Inactive
47579;AEL63844;Inactive
47579;AAC51766;Inactive
47579;NP_000302;Inactive
47579;NP_003174;Inactive
47579;NP_057698;Inactive
47579;AAI42682;Inactive
47579;AAI36467;Inactive
47579;O95398;Inactive
47579;Q8WZA2;Inactive
47579;EAW59941;Inactive
47579;AAH18745;Inactive
47579;NP_001171673;Inactive
47579;NP_000567;Inactive
47579;AAC83551;Inactive
47579;AAF25870;Inactive
47579;Q9HAT2;Inactive
47579;578162;Inactive
47579;CDO16358;Inactive
47579;CDO16711;Inactive
47579;P05067;Inactive
47579;P35637;Inactive
47579;Q99700;Inactive
47579;P37840;Inactive
47579;AAI07878;Inactive
47579;BAA01847;Inactive
47579;Q9BTU6;Inactive
47579;AAA42670;Inactive
47579;P18054;Inactive
7009650;P46059;Inactive
23535;P04637;Inactive
23535;Q96QE3;Inactive
23535;AAI32976;Inactive
23535;ADP91253;Inactive
23535;AEP43755;Inactive
23535;NP_001257783;Inactive
23535;BAH02282;Inactive
23535;BAH02283;Inactive
23535;EAL24281;Inactive
23535;ADZ17382;Inactive
23535;BAH02291;Inactive
23535;EAW77416;Inactive
23535;NP_001531;Inactive
23535;NP_006155;Inactive
23535;EAX06134;Inactive
23535;EAW90694;Inactive
23535;AAH14804;Inactive
23535;EAX06628;Inactive
23535;ADZ17354;Inactive
23535;ADZ17337;Inactive
23535;AAA29795;Inactive
23535;AAY56401;Inactive
23535;EAW81333;Inactive
23535;AAG43026;Inactive
23535;EGV99105;Inactive
23535;ADZ17378;Inactive
23535;NP_001308829;Inactive
23535;AAI13617;Inactive
23535;AAV31779;Inactive
23535;P34981;Inactive
23535;ADZ17384;Inactive
23535;EGW14942;Inactive
23535;NP_001230975;Inactive
23535;AAH50743;Inactive
23535;AAH14840;Inactive
23535;ABB72139;Inactive
23535;EAW91923;Inactive
23535;AAP35329;Inactive
23535;CAC88866;Inactive
23535;AAA68151;Inactive
23535;AGS09764;Inactive
23535;ANW61984;Inactive
23535;EAW99313;Active
23535;AAV41877;Inactive
23535;ABQ01243;Inactive
23535;ABI96208;Inactive
12398;Q96QE3;Inactive
12398;AAI32976;Inactive
12398;P04637;Inactive
12398;ADP91253;Inactive
12398;AEP43755;Inactive
12398;NP_001257783;Inactive
12398;BAH02282;Inactive
12398;BAH02283;Inactive
12398;EAL24281;Inactive
12398;ADZ17382;Inactive
12398;BAH02291;Inactive
12398;EAW77416;Inactive
12398;NP_001531;Inactive
12398;NP_006155;Inactive
12398;EAX06134;Inactive
12398;EAW90694;Inactive
12398;AAH14804;Inactive
12398;EAX06628;Inactive
12398;ADZ17354;Inactive
12398;ADZ17337;Inactive
12398;AAA29795;Inactive
12398;AAY56401;Inactive
12398;EAW81333;Inactive
12398;EGV99105;Inactive
12398;AAG43026;Inactive
12398;ADZ17378;Inactive
12398;NP_001308829;Inactive
12398;AAI13617;Inactive
12398;AAV31779;Inactive
12398;P34981;Inactive
12398;ADZ17384;Inactive
12398;AAP35329;Inactive
12398;CAC88866;Inactive
12398;ABB72139;Inactive
12398;EGW14942;Inactive
12398;NP_001230975;Inactive
12398;AAH50743;Inactive
12398;AAH14840;Inactive
12398;P13699;Inactive
12398;EAW91923;Inactive
12398;P09992;Inactive
12398;AAA68151;Inactive
12398;P18054;Inactive
12398;AAV41877;Inactive
12398;ABQ01243;Inactive
12398;ABI96208;Inactive
12398;EAW99313;Active
12398;AGS09764;Inactive
12398;ANW61984;Inactive
515709;AAH00368;Inactive
515709;P12821;Inactive
515709;Q9NPD5;Inactive
515709;Q9Y6L6;Inactive
1548943;NP_065390;Inactive
1548943;Q61831;Inactive
1548943;2HDS_A;Inactive
1548943;P0AF67;Inactive
1548943;AAI14949;Inactive
1548943;NP_463460;Inactive
1548943;AAC39835;Inactive
1548943;NP_002060;Inactive
1548943;O15296;Inactive
1548943;1OQA_A;Inactive
1548943;NP_059488;Inactive
1548943;NP_000851;Inactive
1548943;NP_000537;Inactive
1548943;NP_652928;Inactive
1548943;P55210;Inactive
1548943;NP_150634;Inactive
1548943;P97697;Inactive
1548943;NP_000509;Inactive
1548943;NP_000947;Inactive
1548943;AAR07906;Inactive
1548943;NP_004196;Inactive
1548943;AAP35567;Active
1548943;BAA01595;Inactive
1548943;BAA05005;Inactive
1548943;NP_000688;Inactive
1548943;NP_002736;Inactive
1548943;NP_059107;Inactive
1548943;NP_002102;Inactive
1548943;NP_001121649;Inactive
1548943;CAA29232;Inactive
1548943;3I06_A;Inactive
1548943;AAG24257;Inactive
1548943;ABD59884;Inactive
1548943;NP_003339;Inactive
1548943;2GAQ_A;Inactive
1548943;NP_005924;Inactive
1548943;NP_000235;Inactive
1548943;ABC47431;Inactive
1548943;CAI16307;Inactive
1548943;YP_003708382;Inactive
1548943;AAH32261;Inactive
1548943;CAD53427;Inactive
1548943;XP_717710;Inactive
1548943;NP_004823;Inactive
1548943;AAH00750;Inactive
1548943;CAA81943;Inactive
1548943;CAA84846;Inactive
1548943;CAA96025;Inactive
1548943;NP_032426;Inactive
1548943;AAI07736;Inactive
1548943;AAA34498;Inactive
1548943;NP_009905;Inactive
1548943;BAA02545;Inactive
1548943;NP_000143;Inactive
1548943;AAP88778;Inactive
1548943;CAA80661;Inactive
1548943;NP_006321;Inactive
1548943;NP_057231;Inactive
1548943;2W2I_A;Inactive
1548943;CAB40158;Inactive
1548943;YP_401673;Inactive
1548943;NP_001008709;Inactive
1548943;NP_492143;Inactive
1548943;BAH02301;Inactive
1548943;NP_000907;Inactive
1548943;2ISV_A;Inactive
1548943;NP_002037;Inactive
1548943;2VM6_A;Inactive
1548943;NP_619527;Inactive
1548943;NP_005152;Inactive
1548943;NP_000048;Inactive
1548943;NP_660205;Inactive
1548943;AAI32679;Inactive
1548943;2WWY_A;Inactive
1548943;NP_035411;Inactive
1548943;NP_000876;Inactive
1548943;NP_218188;Inactive
1548943;AAF04852;Inactive
1548943;YP_001129431;Inactive
1548943;NP_063937;Inactive
1548943;NP_112168;Inactive
1548943;NP_067647;Inactive
1548943;NP_003874;Inactive
1548943;NP_001612;Inactive
1548943;AAI51237;Inactive
1548943;NP_001074551;Inactive
1548943;NP_000697;Inactive
1548943;AAI43360;Inactive
1548943;Q8NER1;Active
1548943;O35433;Active
1548943;Q9WUD2;Active
1548943;Q9ERZ8;Active
1548943;P54577;Inactive
1548943;P15304;Inactive
1548943;P21554;Inactive
1548943;P34972;Inactive
1548943;P23219;Active
1548943;NP_004960;Inactive
1548943;AAI29989;Inactive
1548943;NP_001516;Inactive
1548943;NP_207880;Inactive
1548943;NP_208344;Inactive
1548943;1DE9_A;Inactive
1548943;NP_001161829;Active
1548943;NP_004337;Inactive
1548943;DAA06693;Inactive
1548943;DAA10558;Inactive
1548943;CAI12638;Inactive
1548943;NP_036519;Inactive
1548943;P10275;Inactive
1548943;1JY1_A;Inactive
1548943;NP_004242;Inactive
1548943;NP_000262;Inactive
1548943;NP_005253;Inactive
1548943;NP_000786;Inactive
1548943;NP_002384;Inactive
1548943;NP_002383;Inactive
1548943;NP_000042;Inactive
1548943;YP_001085402;Inactive
1548943;NP_056293;Inactive
1548943;AAK85233;Inactive
1548943;NP_005235;Inactive
1548943;AAH26347;Inactive
1548943;CAG33322;Inactive
1548943;NP_001610;Inactive
1548943;NP_418280;Inactive
1548943;NP_058021;Inactive
1548943;AAH65243;Inactive
1548943;YP_002440506;Inactive
1548943;NP_068587;Inactive
1548943;AAI36532;Inactive
1548943;NP_000015;Inactive
1548943;NP_000428;Inactive
1548943;NP_001171675;Inactive
1548943;NP_006283;Inactive
1548943;NP_001139412;Inactive
1548943;NP_001001431;Inactive
1548943;NP_003271;Inactive
1548943;CAA46986;Inactive
1548943;NP_000354;Inactive
1548943;YP_016573;Inactive
1548943;NP_663745;Inactive
1548943;NP_068594;Inactive
1548943;NP_003292;Inactive
1548943;NP_002522;Inactive
1548943;P9WFX0;Inactive
1548943;NP_067021;Inactive
1548943;NP_004358;Inactive
1548943;NP_079406;Inactive
1548943;NP_032062;Inactive
1548943;AAB59829;Inactive
1548943;NP_066564;Inactive
1548943;NP_000902;Inactive
1548943;NP_000905;Inactive
1548943;ACP44172;Inactive
1548943;CAQ07474;Inactive
1548943;BAA89212;Inactive
1548943;2QQS_A;Inactive
1548943;NP_218326;Inactive
1548943;NP_631918;Inactive
1548943;NP_065132;Inactive
1548943;NP_000483;Inactive
1548943;ADQ57959;Inactive
1548943;NP_036923;Inactive
1548943;NP_001138884;Inactive
1548943;NP_037457;Inactive
1548943;AAH15051;Inactive
1548943;NP_987096;Inactive
1548943;CAD53472;Inactive
1548943;AAH03636;Inactive
1548943;XP_001348533;Inactive
1548943;XP_001348591;Inactive
1548943;NP_015090;Inactive
1548943;NP_076917;Inactive
1548943;NP_000785;Inactive
1548943;CAC24715;Inactive
1548943;BAC16799;Inactive
1548943;NP_002727;Inactive
1548943;NP_997461;Inactive
1548943;BAG55070;Inactive
1548943;NP_417262;Inactive
1548943;NP_035230;Inactive
1548943;NP_001069826;Inactive
1548943;NP_000466;Inactive
1548943;AAF95916;Inactive
1548943;Q05DJ8;Inactive
1548943;AAI27629;Inactive
1548943;AAC98906;Inactive
1548943;ABC94591;Inactive
1548943;CAL20848;Inactive
1548943;AAH18745;Inactive
1548943;NP_001017535;Inactive
1548943;NP_006212;Inactive
1548943;AAA51534;Inactive
1548943;NP_002256;Inactive
1548943;NP_005692;Inactive
1548943;NP_006316;Inactive
1548943;AAA58377;Inactive
1548943;NP_061197;Inactive
1548943;NP_005903;Inactive
1548943;NP_215062;Inactive
1548943;NP_032903;Inactive
1548943;NP_032899;Inactive
1548943;NP_035243;Inactive
1548943;NP_001120700;Inactive
1548943;XP_711691;Inactive
1548943;XP_718648;Inactive
1548943;AAA29795;Inactive
1548943;NP_858045;Inactive
1548943;AAH10859;Inactive
1548943;NP_003734;Inactive
1548943;BAA85004;Inactive
1548943;NP_598230;Inactive
1548943;AAC35244;Inactive
1548943;NP_001370;Inactive
1548943;CAA41086;Inactive
1548943;AAR18078;Inactive
1548943;AAD31528;Inactive
1548943;AAH09524;Inactive
1548943;NP_002559;Inactive
1548943;YP_001253342;Inactive
1548943;ZP_02619427;Inactive
1548943;CAB06100;Inactive
1548943;NP_848757;Inactive
1548943;1RA7_A;Inactive
1548943;NP_057302;Inactive
1548943;BAH02283;Inactive
1548943;ADZ17354;Inactive
1548943;ADZ17382;Inactive
1548943;BAH02282;Inactive
1548943;AEP43755;Inactive
1548943;BAH02291;Inactive
1548943;AAI32976;Inactive
1548943;ADP91253;Inactive
1548943;NP_008837;Inactive
1548943;NP_006493;Inactive
1548943;NP_009126;Inactive
1548943;ACG60652;Inactive
1548943;NP_005148;Inactive
1548943;NP_004283;Inactive
1548943;3EVG_A;Inactive
1548943;NP_004102;Inactive
1548943;NP_214877;Inactive
1548943;NP_000729;Inactive
1548943;AAL68976;Inactive
1548943;NP_414973;Inactive
1548943;NP_005680;Inactive
1548943;P05181;Inactive
1548943;ABD77215;Inactive
1548943;AAI02981;Inactive
1548943;XP_001218773;Inactive
1548943;NP_006555;Inactive
1548943;NP_001017408;Inactive
1548943;NP_004095;Inactive
1548943;NP_057090;Inactive
1548943;NP_001013728;Inactive
1548943;YP_001331689;Inactive
1548943;NP_001136020;Inactive
1548943;NP_660341;Inactive
1548943;CAQ08732;Inactive
1548943;NP_057851;Inactive
1548943;NP_001167549;Inactive
1548943;O86157;Inactive
1548943;NP_003813;Inactive
1548943;NP_374707;Inactive
1548943;AAC50996;Inactive
1548943;2QQI_A;Inactive
1548943;AAG29340;Inactive
1548943;CCE37082;Inactive
1548943;AAC03365;Inactive
1548943;NP_006333;Inactive
1548943;NP_058733;Inactive
1548943;NP_036257;Inactive
1548943;AAH93020;Inactive
1548943;NP_000732;Inactive
1548943;ACI25593;Inactive
1548943;NP_002458;Inactive
1548943;NP_644805;Inactive
1548943;NP_003989;Inactive
1548943;AAH38507;Inactive
1548943;NP_766400;Inactive
1548943;CAG30396;Inactive
1548943;AAB32188;Inactive
1548943;AAB64013;Inactive
1548943;AAX80043;Inactive
1548943;AAC37594;Inactive
1548943;NP_055369;Inactive
1548943;NP_001230357;Inactive
1548943;BAA25751;Inactive
1548943;AAQ89316;Inactive
1548943;EAW82767;Inactive
1548943;NP_003812;Inactive
1548943;XP_822407;Inactive
1548943;P63092;Inactive
1548943;NP_056979;Inactive
1548943;NP_037409;Inactive
1548943;NP_741406;Inactive
1548943;NP_001421;Inactive
1548943;NP_003833;Inactive
1548943;NP_001234925;Inactive
1548943;NP_065394;Inactive
1548943;NP_057856;Inactive
1548943;NP_612200;Inactive
1548943;Q6RI86;Inactive
1548943;P25929;Inactive
1548943;Q9Y271;Inactive
1548943;P33032;Inactive
1548943;P49146;Inactive
1548943;P21397;Inactive
1548943;P41143;Inactive
1548943;P11229;Inactive
1548943;A6XA80;Inactive
1548943;P08172;Inactive
1548943;P20309;Inactive
1548943;P32245;Inactive
1548943;P29476;Inactive
1548943;P41968;Inactive
1548943;P12530;Inactive
1548943;P35372;Inactive
1548943;P29477;Inactive
1548943;P08173;Inactive
1548943;P41145;Inactive
1548943;O76074;Inactive
1548943;P25105;Inactive
1548943;Q690N0;Inactive
1548943;P12822;Inactive
1548943;Q12809;Inactive
1548943;P08311;Inactive
1548943;P17252;Inactive
1548943;P08246;Inactive
1548943;P27361;Inactive
1548943;Q08209;Inactive
1548943;P29466;Inactive
1548943;P00533;Inactive
1548943;P06239;Inactive
1548943;P08912;Inactive
1548943;P28482;Inactive
1548943;P08575;Inactive
1548943;P30542;Inactive
1548943;Q16539;Inactive
1548943;P28223;Inactive
1548943;P28564;Inactive
1548943;P14780;Inactive
1548943;P03956;Inactive
1548943;P19327;Inactive
1548943;P04626;Inactive
1548943;P06241;Inactive
1548943;P15823;Inactive
1548943;P29274;Inactive
1548943;P0DMS8;Inactive
1548943;P22303;Inactive
1548943;P08588;Inactive
1548943;P23975;Inactive
1548943;P07943;Inactive
1548943;P13945;Inactive
1548943;P25100;Inactive
1548943;P08913;Inactive
1548943;P28335;Inactive
1548943;P50052;Inactive
1548943;P41595;Inactive
1548943;P30988;Inactive
1548943;P18825;Inactive
1548943;P30411;Inactive
1548943;P43140;Inactive
1548943;P18089;Inactive
1548943;P31645;Inactive
1548943;Q99720;Inactive
1548943;P24557;Inactive
1548943;P50406;Inactive
1548943;P32241;Inactive
1548943;P25103;Inactive
1548943;P15207;Inactive
1548943;P07550;Inactive
1548943;P37288;Inactive
1548943;P21452;Inactive
1548943;P41597;Inactive
1548943;P17948;Inactive
1548943;P51679;Inactive
1548943;P00918;Inactive
