cid;protacxn;my_activity
8815;NP_065390;Inactive
8815;Q61831;Inactive
8815;2HDS_A;Inactive
8815;P0AF67;Inactive
8815;AAI14949;Inactive
8815;2O23_A;Inactive
8815;2O23_B;Inactive
8815;1OQA_A;Inactive
8815;O15296;Inactive
8815;NP_059488;Inactive
8815;AAC39835;Inactive
8815;NP_002060;Inactive
8815;NP_000851;Inactive
8815;NP_000537;Inactive
8815;NP_150634;Inactive
8815;P55210;Inactive
8815;NP_652928;Inactive
8815;NP_000509;Inactive
8815;NP_004196;Inactive
8815;AAR07906;Inactive
8815;NP_000947;Inactive
8815;NP_002736;Inactive
8815;AAP35567;Inactive
8815;BAA05005;Inactive
8815;P97697;Inactive
8815;NP_059107;Inactive
8815;NP_002102;Inactive
8815;NP_001121649;Inactive
8815;CAA29232;Inactive
8815;3I06_A;Inactive
8815;AAG24257;Inactive
8815;NP_005924;Inactive
8815;NP_000235;Inactive
8815;ABC47431;Inactive
8815;CAI16307;Inactive
8815;AAH32261;Inactive
8815;CAD53427;Inactive
8815;XP_717710;Inactive
8815;NP_004823;Inactive
8815;AAH00750;Inactive
8815;CAA81943;Inactive
8815;CAA84846;Inactive
8815;CAA96025;Inactive
8815;NP_032426;Inactive
8815;AAI07736;Inactive
8815;AAA34498;Inactive
8815;NP_009905;Inactive
8815;BAA02545;Inactive
8815;NP_000143;Inactive
8815;AAP88778;Inactive
8815;CAA80661;Inactive
8815;NP_006321;Inactive
8815;NP_057231;Inactive
8815;2W2I_A;Inactive
8815;CAB40158;Inactive
8815;YP_401673;Inactive
8815;NP_001008709;Inactive
8815;NP_492143;Inactive
8815;BAH02301;Inactive
8815;NP_000907;Inactive
8815;2ISV_A;Inactive
8815;NP_002037;Inactive
8815;2VM6_A;Inactive
8815;NP_619527;Inactive
8815;NP_005152;Inactive
8815;NP_660205;Inactive
8815;NP_000048;Inactive
8815;AAI32679;Inactive
8815;2WWY_A;Inactive
8815;NP_035411;Inactive
8815;NP_000876;Inactive
8815;NP_218188;Inactive
8815;AAF04852;Inactive
8815;YP_001129431;Inactive
8815;NP_063937;Inactive
8815;NP_112168;Inactive
8815;NP_067647;Inactive
8815;NP_003874;Inactive
8815;NP_001612;Inactive
8815;AAI51237;Inactive
8815;NP_001074551;Inactive
8815;NP_000697;Inactive
8815;AAI43360;Inactive
8815;NP_004960;Inactive
8815;AAI29989;Inactive
8815;NP_001516;Inactive
8815;NP_207880;Inactive
8815;NP_208344;Inactive
8815;1DE9_A;Inactive
8815;NP_001161829;Inactive
8815;NP_004337;Inactive
8815;DAA06693;Inactive
8815;DAA10558;Inactive
8815;CAI12638;Inactive
8815;NP_003339;Inactive
8815;NP_036519;Inactive
8815;3F32_A;Inactive
8815;1JY1_A;Inactive
8815;NP_004242;Inactive
8815;NP_000262;Inactive
8815;NP_000786;Inactive
8815;NP_002384;Inactive
8815;NP_002383;Inactive
8815;NP_000042;Inactive
8815;NP_828849;Inactive
8815;NP_056293;Inactive
8815;AAK85233;Inactive
8815;XP_843920;Inactive
8815;NP_005235;Inactive
8815;AAH26347;Inactive
8815;CAG33322;Inactive
8815;NP_001610;Inactive
8815;NP_418280;Inactive
8815;NP_058021;Inactive
8815;AAH65243;Inactive
8815;YP_002440506;Inactive
8815;NP_068587;Inactive
8815;AAI36532;Inactive
8815;NP_000015;Inactive
8815;NP_000428;Inactive
8815;NP_001171675;Inactive
8815;NP_006283;Inactive
8815;NP_001139412;Inactive
8815;NP_001001431;Inactive
8815;NP_003271;Inactive
8815;CAA46986;Inactive
8815;NP_000354;Inactive
8815;NP_663745;Inactive
8815;NP_068594;Inactive
8815;NP_003292;Inactive
8815;NP_002522;Inactive
8815;NP_067021;Inactive
8815;NP_004358;Inactive
8815;NP_079406;Inactive
8815;NP_032062;Inactive
8815;NP_066564;Inactive
8815;NP_000902;Inactive
8815;NP_000905;Inactive
8815;ACP44172;Inactive
8815;CAQ07474;Inactive
8815;BAA89212;Inactive
8815;2QQS_A;Inactive
8815;NP_218326;Inactive
8815;NP_631918;Inactive
8815;NP_065132;Inactive
8815;NP_000483;Inactive
8815;ADQ57959;Inactive
8815;NP_036923;Inactive
8815;NP_001138884;Inactive
8815;NP_037457;Inactive
8815;AAH15051;Inactive
8815;NP_987096;Inactive
8815;CAD53472;Inactive
8815;AAH03636;Inactive
8815;XP_001348533;Inactive
8815;XP_001348591;Inactive
8815;NP_015090;Inactive
8815;NP_076917;Inactive
8815;NP_000785;Inactive
8815;CAC24715;Inactive
8815;BAC16799;Inactive
8815;NP_002727;Inactive
8815;NP_997461;Inactive
8815;BAG55070;Inactive
8815;NP_417262;Inactive
8815;NP_035230;Inactive
8815;NP_001069826;Inactive
8815;NP_000466;Inactive
8815;Q05DJ8;Inactive
8815;AAI27629;Inactive
8815;AAC98906;Inactive
8815;ABC94591;Inactive
8815;CAL20848;Inactive
8815;AAH18745;Inactive
8815;NP_006212;Inactive
8815;NP_001017535;Inactive
8815;AAA51534;Inactive
8815;NP_002256;Inactive
8815;NP_005692;Inactive
8815;NP_006316;Inactive
8815;AAA58377;Inactive
8815;NP_061197;Inactive
8815;NP_005903;Inactive
8815;NP_032903;Inactive
8815;NP_032899;Inactive
8815;NP_035243;Inactive
8815;NP_001120700;Inactive
8815;XP_711691;Inactive
8815;XP_718648;Inactive
8815;NP_858045;Inactive
8815;AAA29795;Inactive
8815;NP_003734;Inactive
8815;BAA85004;Inactive
8815;NP_598230;Inactive
8815;AAC35244;Inactive
8815;NP_001370;Inactive
8815;CAA41086;Inactive
8815;AAR18078;Inactive
8815;AAD31528;Inactive
8815;AAH09524;Inactive
8815;NP_002559;Inactive
8815;YP_001253342;Inactive
8815;ZP_02619427;Inactive
8815;NP_057302;Inactive
8815;NP_848757;Inactive
8815;CAB06100;Inactive
8815;BAH02283;Inactive
8815;ADZ17382;Inactive
8815;ADZ17354;Inactive
8815;AAI32976;Inactive
8815;BAH02291;Inactive
8815;ADP91253;Inactive
8815;AEP43755;Inactive
8815;BAH02282;Inactive
8815;NP_006493;Inactive
8815;NP_009126;Inactive
8815;NP_008837;Inactive
8815;ACG60652;Inactive
8815;NP_005148;Inactive
8815;NP_004283;Inactive
8815;3EVG_A;Inactive
8815;NP_004102;Inactive
8815;NP_214877;Inactive
8815;AAF56102;Inactive
8815;NP_000729;Inactive
8815;AAL68976;Inactive
8815;NP_005680;Inactive
8815;NP_414973;Inactive
8815;ABD77215;Inactive
8815;AAI02981;Inactive
8815;XP_001218773;Inactive
8815;NP_006555;Inactive
8815;NP_001017408;Inactive
8815;NP_004095;Inactive
8815;NP_057090;Inactive
8815;NP_001013728;Inactive
8815;NP_001136020;Inactive
8815;NP_660341;Inactive
8815;CAQ08732;Inactive
8815;NP_057851;Inactive
8815;NP_001167549;Inactive
8815;O86157;Inactive
8815;NP_003813;Inactive
8815;NP_374707;Inactive
8815;AAC50996;Inactive
8815;2QQI_A;Inactive
8815;AAG29340;Inactive
8815;CCE37082;Inactive
8815;AAC03365;Inactive
8815;NP_006333;Inactive
8815;NP_036257;Inactive
8815;NP_000732;Inactive
8815;AAH38507;Inactive
8815;NP_766400;Inactive
8815;CAG30396;Inactive
8815;AAB32188;Inactive
8815;AAB64013;Inactive
8815;AAX80043;Inactive
8815;AAC37594;Inactive
8815;NP_055369;Inactive
8815;NP_001230357;Inactive
8815;BAA25751;Inactive
8815;AAQ89316;Inactive
8815;P63092;Inactive
8815;EAW82767;Inactive
8815;NP_003812;Inactive
8815;XP_822407;Inactive
8815;P01215;Inactive
8815;NP_056979;Inactive
8815;NP_037409;Inactive
8815;NP_741406;Inactive
8815;NP_001421;Inactive
8815;NP_003833;Inactive
8815;NP_001234925;Inactive
8815;NP_065394;Inactive
8815;NP_057856;Inactive
8815;NP_612200;Inactive
8815;NP_001191727;Inactive
8815;P24666;Inactive
8815;NP_659558;Inactive
8815;P31749;Inactive
8815;NP_417296;Inactive
8815;NP_417299;Inactive
8815;NP_417297;Inactive
8815;NP_004942;Inactive
8815;NP_004986;Inactive
8815;NP_057852;Inactive
8815;NP_065688;Inactive
8815;NP_003960;Inactive
8815;NP_003896;Inactive
8815;NP_004520;Inactive
8815;NP_602296;Inactive
8815;Q15084;Inactive
8815;AAC14371;Inactive
8815;NP_003605;Inactive
8815;NP_000585;Inactive
8815;CAA62974;Inactive
8815;AAC63361;Inactive
8815;AAB69001;Inactive
8815;P51449;Inactive
8815;BAE54513;Inactive
8815;AAC46381;Inactive
8815;NP_006531;Inactive
8815;YP_325663;Inactive
8815;EAW58811;Inactive
8815;NP_006828;Inactive
8815;NP_032392;Inactive
8815;NP_644806;Inactive
8815;NP_387512;Inactive
8815;NP_001024547;Inactive
8815;P48426;Inactive
8815;Q13148;Inactive
8815;Q9NXA8;Inactive
8815;CAG29341;Inactive
8815;AAH30775;Inactive
8815;YP_001087135;Inactive
8815;AAH19268;Inactive
8815;NP_066285;Inactive
8815;AAH32638;Inactive
8815;CAG38738;Inactive
8815;AAH04460;Inactive
8815;NP_001041666;Inactive
8815;NP_005021;Inactive
8815;1N8E_E;Inactive
8815;ABD72211;Inactive
8815;AAN35928;Inactive
8815;NP_598837;Inactive
8815;AEL63844;Inactive
8815;AAC51766;Inactive
8815;NP_000302;Inactive
8815;NP_003174;Inactive
8815;NP_057698;Inactive
8815;AAI42682;Inactive
8815;AAI36467;Inactive
8815;O95398;Inactive
8815;Q8WZA2;Inactive
8815;EAW59941;Inactive
8815;NP_001171673;Inactive
8815;NP_000567;Inactive
8815;AAC83551;Inactive
8815;AAF25870;Inactive
8815;CAG33189;Inactive
8815;Q9HAT2;Inactive
8815;O42275;Active
8815;578162;Inactive
8815;NP_001341533;Inactive
8815;Q8N884;Inactive
8815;Q8C6L5;Inactive
8815;NP_001123617;Inactive
8815;CDO16358;Inactive
8815;CDO16711;Inactive
8815;EMB09144;Inactive
8815;P37840;Inactive
8815;P05067;Inactive
8815;P35637;Inactive
8815;Q8TDV0;Inactive
8815;NP_006155;Inactive
8815;P04637;Inactive
8815;NP_003989;Inactive
8815;AAD47214;Inactive
8815;EAL24281;Inactive
8815;Q07869;Inactive
8815;Q96QE3;Inactive
8815;Q99700;Inactive
8815;AAI07878;Inactive
8815;BAA01847;Inactive
8815;ADZ17384;Inactive
8815;NP_001257783;Inactive
8815;EAW77416;Inactive
8815;NP_001531;Inactive
8815;EAX06134;Inactive
8815;EAW90694;Inactive
8815;AAH14804;Inactive
8815;EAX06628;Inactive
8815;ADZ17337;Inactive
8815;AAY56401;Inactive
8815;EAW81333;Inactive
8815;EGV99105;Inactive
8815;AAG43026;Inactive
8815;ADZ17378;Inactive
8815;NP_001308829;Inactive
8815;AAI13617;Inactive
8815;AAV31779;Inactive
8815;Q9HBX9;Inactive
8815;P34981;Inactive
8815;EGW14942;Inactive
8815;NP_001230975;Inactive
8815;AAH50743;Inactive
8815;AAH14840;Inactive
8815;ABB72139;Inactive
8815;EAW91923;Inactive
8815;AAP35329;Inactive
8815;CAC88866;Inactive
8815;Q9BTU6;Inactive
8815;AAA42670;Inactive
8815;AAA68151;Inactive
8815;P18054;Inactive
8815;AAV41877;Inactive
8815;AGS09764;Inactive
8815;ANW61984;Inactive
8815;ABI96208;Inactive
8815;ABQ01243;Inactive
1549040;NP_065390;Inactive
1549040;Q61831;Inactive
1549040;2HDS_A;Inactive
1549040;P0AF67;Inactive
1549040;AAI14949;Inactive
1549040;2O23_A;Inactive
1549040;2O23_B;Inactive
1549040;O15296;Inactive
1549040;NP_059488;Inactive
1549040;AAC39835;Inactive
1549040;NP_002060;Inactive
1549040;1OQA_A;Inactive
1549040;AAC52118;Inactive
1549040;P55210;Inactive
1549040;NP_652928;Inactive
1549040;NP_150634;Inactive
1549040;NP_000851;Inactive
1549040;NP_000537;Inactive
1549040;NP_000509;Inactive
1549040;NP_004196;Inactive
1549040;AAR07906;Inactive
1549040;NP_002736;Inactive
1549040;AAP35567;Inactive
1549040;NP_000688;Inactive
1549040;P97697;Inactive
1549040;NP_059107;Inactive
1549040;NP_001121649;Inactive
1549040;3I06_A;Inactive
1549040;AAG24257;Inactive
1549040;NP_002102;Inactive
1549040;NP_005924;Inactive
1549040;NP_000235;Inactive
1549040;BAA02545;Inactive
1549040;CAA29232;Inactive
1549040;NP_000143;Inactive
1549040;AAP88778;Inactive
1549040;NP_000048;Inactive
1549040;2WWY_A;Inactive
1549040;NP_035411;Inactive
1549040;1DE9_A;Inactive
1549040;1JY1_A;Inactive
1549040;XP_843920;Inactive
1549040;NP_066564;Inactive
1549040;CAQ07474;Inactive
1549040;AAH18745;Inactive
1549040;NP_001017535;Inactive
1549040;ADZ17354;Inactive
1549040;NP_057302;Inactive
1549040;BAH02283;Inactive
1549040;ADZ17382;Inactive
1549040;BAH02282;Inactive
1549040;AAI32976;Inactive
1549040;ADP91253;Inactive
1549040;AEP43755;Inactive
1549040;BAH02291;Inactive
1549040;CAQ08732;Inactive
1549040;NP_058733;Inactive
1549040;AAA29795;Inactive
1549040;AAH38507;Inactive
1549040;AAB64013;Inactive
1549040;AAX80043;Inactive
1549040;NP_056979;Inactive
1549040;NP_001191727;Inactive
1549040;AAA59158;Inactive
1549040;NP_000585;Inactive
1549040;P51449;Inactive
1549040;P04637;Inactive
1549040;NP_003989;Inactive
1549040;AAD47214;Inactive
1549040;EAL24281;Inactive
1549040;Q07869;Inactive
1549040;NP_006155;Inactive
1549040;ADZ17384;Inactive
108055;P19145;Inactive
108055;NP_036751;Active
12599;NP_005217;Inactive
12599;CAM24989;Inactive
12599;NP_694881;Inactive
12599;NP_006588;Inactive
12599;NP_036543;Inactive
12599;NP_057051;Inactive
12599;NP_005893;Inactive
12599;NP_001428;Inactive
12599;AAI28575;Inactive
12599;NP_056953;Inactive
12599;NP_003734;Inactive
12599;AAF24178;Inactive
12599;AAA51985;Inactive
12599;NP_858045;Inactive
12599;P00748;Inactive
12599;CAB53579;Inactive
12599;AAA30890;Inactive
12599;P61105;Inactive
12599;AAA36557;Inactive
12599;CAI19851;Inactive
12599;NP_000901;Inactive
12599;NP_777239;Inactive
12599;NP_002733;Inactive
12599;NP_004944;Inactive
12599;NP_031943;Inactive
12599;NP_004987;Inactive
12599;O43603;Inactive
12599;CAA97545;Inactive
12599;CAH72619;Inactive
12599;AAK17196;Inactive
12599;NP_036559;Inactive
12599;AAC39835;Inactive
12599;NP_002060;Inactive
12599;NP_000851;Inactive
12599;NP_783699;Inactive
12599;NP_009330;Inactive
12599;NP_000947;Inactive
12599;AAB09055;Inactive
12599;NP_000469;Inactive
12599;P10415;Inactive
12599;Q9HD36;Inactive
12599;CAA80661;Inactive
12599;NP_004040;Inactive
12599;NP_776412;Inactive
12599;AAF64255;Inactive
12599;CAB95312;Inactive
12599;AAA25265;Inactive
12599;AAP35567;Inactive
12599;NP_000900;Inactive
12599;AAH92442;Inactive
12599;AAC63054;Inactive
12599;AAG02439;Inactive
12599;YP_001129466;Inactive
12599;AAH17351;Inactive
12599;AAH18648;Inactive
12599;AAH02453;Inactive
12599;AAB17381;Inactive
12599;AAW83741;Inactive
12599;NP_000256;Inactive
12599;AAG29538;Inactive
12599;NP_003989;Inactive
12599;NP_068810;Inactive
12599;AAB23646;Inactive
12599;NP_004818;Inactive
12599;AAH70052;Inactive
12599;NP_000918;Inactive
12599;NP_215534;Inactive
12599;ABC94590;Inactive
12599;NP_066268;Inactive
12599;CAG38796;Inactive
12599;NP_004827;Inactive
12599;BAA05005;Inactive
12599;EAN77629;Inactive
12599;NP_899192;Inactive
12599;AAI03867;Inactive
12599;NP_001745;Inactive
12599;NP_074036;Inactive
12599;NP_002919;Inactive
12599;AAC50351;Inactive
12599;XP_001349846;Inactive
12599;NP_003801;Inactive
12599;NP_002736;Inactive
12599;NP_000688;Inactive
12599;AAG43493;Inactive
12599;P97697;Inactive
12599;AAH60765;Inactive
12599;EAW58774;Inactive
12599;NP_059107;Inactive
12599;AAI14949;Inactive
12599;NP_997055;Inactive
12599;NP_001121649;Inactive
12599;NP_000143;Inactive
12599;CAA29232;Inactive
12599;3I06_A;Inactive
12599;AAI21795;Inactive
12599;NP_733822;Inactive
12599;AAG24257;Inactive
12599;AAA62473;Inactive
12599;NP_006597;Inactive
12599;AAH14970;Inactive
12599;NP_976226;Inactive
12599;NP_004570;Inactive
12599;AAF61483;Inactive
12599;NP_001137276;Inactive
12599;AAN87168;Inactive
12599;XP_001348613;Inactive
12599;NP_006083;Inactive
12599;NP_071445;Inactive
12599;NP_002645;Inactive
12599;NP_269944;Inactive
12599;NP_004081;Inactive
12599;NP_002102;Inactive
12599;ABM97548;Inactive
12599;NP_032451;Inactive
12599;NP_001895;Inactive
12599;NP_005924;Inactive
12599;NP_000235;Inactive
12599;CAA52898;Inactive
12599;AAZ82016;Inactive
12599;NP_000903;Inactive
12599;AAI08696;Inactive
12599;ABN45876;Inactive
12599;CAD52000;Inactive
12599;AAR95677;Inactive
12599;EAW86722;Inactive
12599;Q9XUB2;Inactive
12599;ABC47431;Inactive
12599;CAI16307;Inactive
12599;YP_003708382;Inactive
12599;AAH32261;Inactive
12599;CAD53427;Inactive
12599;XP_717710;Inactive
12599;NP_004823;Inactive
12599;NP_005674;Inactive
12599;CAA56931;Inactive
12599;AAH00750;Inactive
12599;AAS58777;Inactive
12599;NP_032705;Inactive
12599;AAH66928;Inactive
12599;AAH03153;Inactive
12599;NP_003336;Inactive
12599;AAH18271;Inactive
12599;NP_002559;Inactive
12599;CAA81943;Inactive
12599;CAA84846;Inactive
12599;CAA96025;Inactive
12599;NP_032426;Inactive
12599;AAI07736;Inactive
12599;NP_005292;Inactive
12599;AAA34498;Inactive
12599;ABY84639;Inactive
12599;1ZHH_B;Inactive
12599;1ZHH_A;Inactive
12599;AAC05303;Inactive
12599;NP_000709;Inactive
12599;NP_127497;Inactive
12599;NP_009905;Inactive
12599;AAH94064;Inactive
12599;NP_002084;Inactive
12599;BAA02545;Inactive
12599;NP_006321;Inactive
12599;NP_579856;Inactive
12599;NP_057231;Inactive
12599;2W2I_A;Inactive
12599;CAB40158;Inactive
12599;NP_821133;Inactive
12599;NP_217253;Inactive
12599;YP_401673;Inactive
12599;NP_001008709;Inactive
12599;AAC05178;Inactive
12599;NP_492143;Inactive
12599;BAH02301;Inactive
12599;ACF54603;Inactive
12599;BAC78637;Inactive
12599;BAC78638;Inactive
12599;NP_000907;Inactive
12599;NP_002810;Inactive
12599;NP_002037;Inactive
12599;2ISV_A;Inactive
12599;2VM6_A;Inactive
12599;NP_619527;Inactive
12599;NP_005152;Inactive
12599;NP_000048;Inactive
12599;NP_660205;Inactive
12599;AAI32679;Inactive
12599;2WWY_A;Inactive
12599;NP_038866;Inactive
12599;NP_035411;Inactive
12599;NP_000876;Inactive
12599;NP_014001;Inactive
12599;YP_001129431;Inactive
12599;NP_218188;Inactive
12599;AAF04852;Inactive
12599;NP_000209;Inactive
12599;NP_063937;Inactive
12599;NP_112168;Inactive
12599;NP_067647;Inactive
12599;NP_066368;Inactive
12599;NP_003874;Inactive
12599;NP_031863;Inactive
12599;NP_001612;Inactive
12599;NP_000697;Inactive
12599;NP_001074551;Inactive
12599;AAI51237;Inactive
12599;AAI43360;Inactive
12599;NP_004960;Inactive
12599;AAI29989;Inactive
12599;NP_001516;Inactive
12599;NP_207880;Inactive
12599;NP_208344;Inactive
12599;AAC50179;Inactive
12599;1DE9_A;Inactive
12599;NP_001161829;Inactive
12599;EAX02111;Inactive
12599;NP_005604;Inactive
12599;NP_004337;Inactive
12599;DAA06693;Inactive
12599;NP_852610;Inactive
12599;NP_004196;Inactive
12599;DAA10558;Inactive
12599;CAI12638;Inactive
12599;NP_036519;Inactive
12599;NP_003339;Inactive
12599;3F32_A;Inactive
12599;1JY1_A;Inactive
12599;NP_004242;Inactive
12599;NP_002681;Inactive
12599;2HDS_A;Inactive
12599;NP_000262;Inactive
12599;NP_005253;Inactive
12599;NP_002384;Inactive
12599;NP_002383;Inactive
12599;NP_000042;Inactive
12599;NP_828849;Inactive
12599;NP_056293;Inactive
12599;AAK85233;Inactive
12599;XP_843920;Inactive
12599;NP_005235;Inactive
12599;AAH26347;Inactive
12599;CAG33322;Inactive
12599;NP_001610;Inactive
12599;NP_418280;Inactive
12599;AAH65243;Inactive
12599;NP_058021;Inactive
12599;NP_057685;Inactive
12599;YP_002440506;Inactive
12599;NP_068587;Inactive
12599;AAI36532;Inactive
12599;NP_000428;Inactive
12599;NP_001171675;Inactive
12599;NP_000015;Inactive
12599;NP_001139412;Inactive
12599;NP_006283;Inactive
12599;NP_001001431;Inactive
12599;NP_003271;Inactive
12599;CAA46986;Inactive
12599;NP_000354;Inactive
12599;NP_663745;Inactive
12599;NP_068594;Inactive
12599;NP_003292;Inactive
12599;NP_002522;Inactive
12599;NP_067021;Inactive
12599;NP_004358;Inactive
12599;NP_079406;Inactive
12599;NP_032062;Inactive
12599;NP_066564;Inactive
12599;NP_000902;Inactive
12599;NP_000905;Inactive
12599;ACP44172;Inactive
12599;CAQ07474;Inactive
12599;BAA89212;Inactive
12599;NP_218326;Inactive
12599;NP_631918;Inactive
12599;NP_065132;Inactive
12599;NP_000483;Inactive
12599;ADQ57959;Inactive
12599;NP_036923;Inactive
12599;NP_037457;Inactive
12599;AAH15051;Inactive
12599;NP_987096;Inactive
12599;NP_001138884;Inactive
12599;CAD53472;Inactive
12599;AAH03636;Inactive
12599;XP_001348533;Inactive
12599;XP_001348591;Inactive
12599;NP_015090;Inactive
12599;NP_076917;Inactive
12599;NP_000785;Inactive
12599;CAC24715;Inactive
12599;BAC16799;Inactive
12599;NP_002727;Inactive
12599;NP_997461;Inactive
12599;NP_035230;Inactive
12599;NP_001069826;Inactive
12599;NP_417262;Inactive
12599;BAG55070;Inactive
12599;NP_000466;Inactive
12599;Q05DJ8;Inactive
12599;AAI27629;Inactive
12599;ABC94591;Inactive
12599;AAC98906;Inactive
12599;CAL20848;Inactive
12599;NP_006212;Inactive
12599;NP_001017535;Inactive
12599;AAA51534;Inactive
12599;NP_002256;Inactive
12599;NP_005692;Inactive
12599;NP_006316;Inactive
12599;NP_061197;Inactive
12599;NP_005903;Inactive
12599;NP_032903;Inactive
12599;NP_032899;Inactive
12599;NP_035243;Inactive
12599;NP_001120700;Inactive
12599;XP_711691;Inactive
12599;XP_718648;Inactive
12599;AAA29795;Inactive
12599;AAH10859;Inactive
12599;NP_598230;Inactive
12599;BAA85004;Inactive
12599;AAC35244;Inactive
12599;NP_001370;Inactive
12599;AAD31528;Inactive
12599;CAA41086;Inactive
12599;AAR18078;Inactive
12599;AAH09524;Inactive
12599;YP_001253342;Inactive
12599;NP_652928;Inactive
12599;ZP_02619427;Inactive
12599;CAB06100;Inactive
12599;NP_848757;Inactive
12599;NP_057302;Inactive
12599;NP_006493;Inactive
12599;NP_008837;Inactive
12599;ACG60652;Inactive
12599;NP_005148;Inactive
12599;NP_004283;Inactive
12599;3EVG_A;Inactive
12599;NP_004102;Inactive
12599;NP_214877;Inactive
12599;NP_000729;Inactive
12599;AAL68976;Inactive
12599;NP_414973;Inactive
12599;NP_005680;Inactive
12599;ABD77215;Inactive
12599;AAI02981;Inactive
12599;XP_001218773;Inactive
12599;NP_006555;Inactive
12599;NP_001017408;Inactive
12599;NP_004095;Inactive
12599;NP_057090;Inactive
12599;NP_001013728;Inactive
12599;NP_001136020;Inactive
12599;NP_660341;Inactive
12599;CAQ08732;Inactive
12599;NP_057851;Inactive
12599;NP_001167549;Inactive
12599;O86157;Inactive
12599;NP_003813;Inactive
12599;NP_374707;Inactive
12599;AAC50996;Inactive
12599;2QQI_A;Inactive
12599;AAG29340;Inactive
12599;CCE37082;Inactive
12599;AAC03365;Inactive
12599;NP_006333;Inactive
12599;NP_036257;Inactive
12599;NP_000732;Inactive
12599;AAH38507;Inactive
12599;NP_766400;Inactive
12599;CAG30396;Inactive
12599;AAB32188;Inactive
12599;AAB64013;Inactive
12599;AAX80043;Inactive
12599;AAA58377;Inactive
12599;AAC37594;Inactive
12599;NP_055369;Inactive
12599;NP_001230357;Inactive
12599;BAA25751;Inactive
12599;AAQ89316;Inactive
12599;EAW82767;Inactive
12599;NP_003812;Inactive
12599;XP_822407;Inactive
12599;P63092;Inactive
12599;NP_056979;Inactive
12599;NP_037409;Inactive
12599;NP_741406;Inactive
12599;NP_001421;Inactive
12599;NP_003833;Inactive
12599;NP_001234925;Inactive
12599;NP_065394;Inactive
12599;NP_057856;Inactive
12599;NP_000786;Inactive
12599;NP_612200;Inactive
12599;P24666;Inactive
12599;NP_659558;Inactive
12599;P31749;Inactive
12599;NP_417296;Inactive
12599;NP_417299;Inactive
12599;NP_417297;Inactive
12599;NP_004942;Inactive
12599;NP_004986;Inactive
12599;NP_057852;Inactive
12599;NP_065688;Inactive
12599;NP_003960;Inactive
12599;NP_003896;Inactive
12599;NP_004520;Inactive
12599;NP_602296;Inactive
12599;Q15084;Inactive
12599;AAC14371;Inactive
12599;NP_003605;Inactive
12599;AAC63361;Inactive
12599;AAB69001;Inactive
12599;CAA62974;Inactive
12599;BAE54513;Inactive
12599;AAC46381;Inactive
12599;NP_006531;Inactive
12599;YP_325663;Inactive
12599;NP_006828;Inactive
12599;EAW58811;Inactive
12599;NP_032392;Inactive
12599;NP_644806;Inactive
12599;NP_387512;Inactive
12599;NP_001024547;Inactive
12599;P48426;Inactive
12599;Q13148;Inactive
12599;AAB34216;Inactive
12599;Q9NXA8;Inactive
12599;CAG29341;Inactive
12599;AAH30775;Inactive
12599;YP_001087135;Inactive
12599;AAH19268;Inactive
12599;NP_066285;Inactive
12599;AAH32638;Inactive
12599;NP_000441;Inactive
12599;AAH04460;Inactive
12599;NP_001041666;Inactive
12599;NP_005021;Inactive
12599;1N8E_E;Inactive
12599;ABD72211;Inactive
12599;AAN35928;Inactive
12599;NP_598837;Inactive
12599;AEL63844;Inactive
12599;AAC51766;Inactive
12599;NP_000302;Inactive
12599;NP_003174;Inactive
12599;NP_057698;Inactive
12599;AAI42682;Inactive
12599;AAI36467;Inactive
12599;O95398;Inactive
12599;Q8WZA2;Inactive
12599;EAW59941;Inactive
12599;AAH18745;Inactive
12599;NP_001171673;Inactive
12599;NP_000567;Inactive
12599;AAC83551;Inactive
12599;AAF25870;Inactive
12599;Q9HAT2;Inactive
12599;578162;Inactive
12599;P00568;Inactive
12599;P54819;Inactive
12599;CDO16358;Inactive
12599;CDO16711;Inactive
12599;P05067;Inactive
12599;P35637;Inactive
12599;Q99700;Inactive
12599;P37840;Inactive
12599;BAA01847;Inactive
12599;Q9BTU6;Inactive
12599;AAA42670;Inactive
12599;P18054;Inactive
7393;O15296;Inactive
7393;AAC39835;Inactive
7393;NP_002060;Inactive
7393;NP_000851;Inactive
7393;AAP35567;Inactive
7393;BAA05005;Inactive
7393;NP_000688;Inactive
7393;P97697;Inactive
7393;AAI14949;Inactive
7393;NP_002102;Inactive
7393;NP_001121649;Inactive
7393;CAA29232;Inactive
7393;3I06_A;Inactive
7393;AAG24257;Inactive
7393;NP_005924;Inactive
7393;NP_000235;Inactive
7393;BAA02545;Inactive
7393;NP_000143;Inactive
7393;BAC78637;Inactive
7393;BAC78638;Inactive
7393;2ISV_A;Inactive
7393;NP_002037;Inactive
7393;NP_000048;Inactive
7393;2WWY_A;Inactive
7393;NP_035411;Inactive
7393;P15207;Inactive
7393;1DE9_A;Inactive
7393;1JY1_A;Inactive
7393;XP_843920;Inactive
7393;NP_066564;Inactive
7393;CAQ07474;Inactive
7393;AAH18745;Inactive
7393;NP_001017535;Inactive
7393;NP_057302;Inactive
7393;BAH02283;Inactive
7393;ADZ17354;Inactive
7393;ADZ17382;Inactive
7393;BAH02282;Inactive
7393;ADP91253;Inactive
7393;AEP43755;Inactive
7393;BAH02291;Inactive
7393;AAI32976;Inactive
